Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show
CAPACITACION FERIA,4,CORTESÍAS,Wallet,1,1,Donación,Septiembre,Lunes,Mañana,Junio,Domingo,Mañana
TARDE CLIPP,4,VIP,AppExterna,1,1,Cine,Septiembre,Miércoles,Noche,Noviembre,Jueves,Noche
RALLY PROVINCIA DE LOJA,6,PREVENTA ,Wallet,1,1,Concierto,Septiembre,Miércoles,Tarde,Julio,Martes,Mañana
San Juanes Santa Rosa del Tejar,1,Adhesiones,PayPhone,1,1,Deporte,Septiembre,Sábado,Tarde,Agosto,Jueves,Mañana
ALZATE,7,PLATEA MEDIA,PayPhone,0,1,Ferias,Septiembre,Jueves,Mañana,Abril,Lunes,Tarde
FESTIVAL DE LA CHICHA,8,FUNCIÓN 1,AppExterna,0,1,Teatro,Septiembre,Jueves,Tarde,Marzo,Sábado,Noche
CAPACITACION FERIA,9,PRESIDENTES,Wallet,0,0,Talleres,Septiembre,Domingo,Mañana,Noviembre,Viernes,Tarde
La Inocente,5,PLATEA ALTA,AppExterna,0,1,Talleres,Septiembre,Jueves,Mañana,Octubre,Viernes,Mañana
FESTIVAL DE LA CHICHA,8,SALA 2,AppExterna,1,1,Donación,Septiembre,Jueves,Tarde,Julio,Sábado,Mañana
El viaje de la Santa,2,GOLDEN,AppExterna,0,1,Ferias,Septiembre,Domingo,Tarde,Noviembre,Miércoles,Noche
Ibarra Fight League,2,BOLETO SOLIDARIO,PayPhone,0,0,Cine,Septiembre,Jueves,Mañana,Agosto,Jueves,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,PRESIDENTES,PayPhone,1,0,Ferias,Septiembre,Miércoles,Mañana,Noviembre,Domingo,Mañana
Los peces no vuelan,7,CORTESÍAS,Wallet,1,1,Concierto,Septiembre,Miércoles,Noche,Julio,Sábado,Tarde
28ava Asamblea Nacional,4,GOLDEN,Wallet,1,0,Donación,Septiembre,Sábado,Tarde,Octubre,Domingo,Mañana
El viaje de la Santa,3,FUNCIÓN 2,AppExterna,0,0,Talleres,Septiembre,Lunes,Tarde,Septiembre,Jueves,Noche
DESAYUNO EMPRESARIAL,6,VIP,Wallet,1,0,Deporte,Septiembre,Domingo,Tarde,Abril,Lunes,Mañana
LIBERTAD FC VS Emelec SC,4,SALA 1 3D,AppExterna,0,0,Teatro,Septiembre,Domingo,Tarde,Septiembre,Martes,Tarde
Los peces no vuelan,3,SALA 3,PayPhone,0,1,Donación,Septiembre,Miércoles,Tarde,Abril,Lunes,Mañana
28ava Asamblea Nacional,4,CORTESÍAS VIP,Wallet,1,1,Otro,Septiembre,Miércoles,Mañana,Mayo,Sábado,Tarde
Los peces no vuelan,6,FUNCIÓN 2,AppExterna,0,1,Teatro,Septiembre,Lunes,Noche,Agosto,Miércoles,Tarde
TARDE CLIPP,5,BOLETO SOLIDARIO,AppExterna,0,0,Deporte,Septiembre,Lunes,Tarde,Diciembre,Lunes,Noche
TARDE CLIPP,1,Golden Box,PayPhone,0,0,Deporte,Septiembre,Lunes,Noche,Agosto,Viernes,Noche
Ibarra Fight League,4,PLATEA ALTA,Wallet,0,1,Teatro,Septiembre,Domingo,Tarde,Agosto,Jueves,Noche
El viaje de la Santa,5,FUNCIÓN 3,Wallet,1,1,Ferias,Septiembre,Miércoles,Tarde,Mayo,Sábado,Noche
TARDE CLIPP,4,CORTESÍAS GOLDEN,PayPhone,0,1,Deporte,Septiembre,Miércoles,Tarde,Octubre,Martes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,BOLETO PALCO,AppExterna,0,1,Otro,Septiembre,Miércoles,Tarde,Diciembre,Miércoles,Tarde
LIBERTAD FC VS Emelec SC,1,FUNCIÓN 3,PayPhone,0,0,Concierto,Septiembre,Sábado,Tarde,Julio,Miércoles,Tarde
28ava Asamblea Nacional,3,GENERAL,PayPhone,0,1,Teatro,Septiembre,Miércoles,Tarde,Febrero,Jueves,Noche
JORGE GUZMAN VS BARCELONA,8,PLATEA BAJA,Wallet,0,1,Deporte,Septiembre,Lunes,Noche,Junio,Miércoles,Noche
ALZATE,3,SALA 1 3D,AppExterna,1,1,Ferias,Septiembre,Domingo,Noche,Febrero,Martes,Noche
MOANA 2,8,CORTESÍAS GOLDEN,AppExterna,1,0,Cine,Septiembre,Miércoles,Tarde,Junio,Lunes,Tarde
RALLY PROVINCIA DE LOJA,8,PALCO,PayPhone,1,1,Concierto,Septiembre,Miércoles,Noche,Diciembre,Domingo,Mañana
JORGE GUZMAN VS BARCELONA,2,Adhesiones,PayPhone,0,0,Donación,Septiembre,Sábado,Tarde,Noviembre,Viernes,Tarde
RALLY PROVINCIA DE LOJA,9,PLATEA MEDIA,PayPhone,0,0,Talleres,Septiembre,Jueves,Noche,Marzo,Lunes,Mañana
La Inocente,6,TRIBUNA NORTE,PayPhone,1,0,Teatro,Septiembre,Lunes,Mañana,Octubre,Martes,Noche
28ava Asamblea Nacional,5,PREFERENCIA,Wallet,0,0,Ferias,Septiembre,Sábado,Noche,Septiembre,Miércoles,Mañana
San Juanes Santa Rosa del Tejar,9,SALA 2,PayPhone,1,0,Deporte,Septiembre,Jueves,Tarde,Junio,Jueves,Noche
DESAYUNO EMPRESARIAL,3,SALA 3,PayPhone,0,1,Donación,Septiembre,Lunes,Tarde,Diciembre,Domingo,Mañana
DESAYUNO EMPRESARIAL,1,SALA 3,PayPhone,0,1,Deporte,Septiembre,Miércoles,Tarde,Agosto,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,8,PALCO,PayPhone,1,1,Otro,Septiembre,Domingo,Tarde,Agosto,Miércoles,Noche
TARDE CLIPP,4,BOLETO GENERAL,Wallet,0,0,Donación,Septiembre,Jueves,Mañana,Febrero,Domingo,Tarde
TARDE CLIPP,8,VIP,AppExterna,0,1,Cine,Septiembre,Miércoles,Tarde,Agosto,Miércoles,Noche
RALLY PROVINCIA DE LOJA,6,PALCO,Wallet,0,0,Concierto,Septiembre,Miércoles,Tarde,Marzo,Viernes,Tarde
TARDE CLIPP,3,GOLDEN,PayPhone,0,0,Cine,Septiembre,Miércoles,Mañana,Diciembre,Martes,Noche
RALLY PROVINCIA DE LOJA,8,PREFERENCIA,PayPhone,1,0,Concierto,Septiembre,Domingo,Mañana,Septiembre,Sábado,Tarde
Ibarra Fight League,6,BOLETO PALCO,AppExterna,1,1,Otro,Septiembre,Sábado,Mañana,Octubre,Viernes,Tarde
CAPACITACION FERIA,5,PREFERENCIA,AppExterna,0,0,Otro,Septiembre,Jueves,Noche,Febrero,Lunes,Noche
CAPACITACION FERIA,8,FUNCIÓN 3,PayPhone,0,0,Teatro,Septiembre,Miércoles,Mañana,Septiembre,Jueves,Tarde
La Inocente,7,INSCRIPCIÓN DIGITAL,Wallet,1,1,Concierto,Septiembre,Domingo,Mañana,Octubre,Miércoles,Tarde
RALLY PROVINCIA DE LOJA,8,BOLETO SOLIDARIO,PayPhone,1,1,Otro,Septiembre,Domingo,Tarde,Marzo,Jueves,Noche
FESTIVAL DE LA CHICHA,5,Adhesiones,AppExterna,0,0,Teatro,Septiembre,Jueves,Tarde,Julio,Jueves,Tarde
El viaje de la Santa,1,PLATEA BAJA,AppExterna,0,1,Talleres,Septiembre,Jueves,Noche,Septiembre,Miércoles,Mañana
Ibarra Fight League,3,PALCO,AppExterna,1,1,Ferias,Septiembre,Domingo,Mañana,Diciembre,Miércoles,Mañana
Ibarra Fight League,1,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Donación,Septiembre,Jueves,Tarde,Junio,Martes,Tarde
El viaje de la Santa,5,GENERAL,AppExterna,1,1,Otro,Septiembre,Sábado,Mañana,Mayo,Viernes,Mañana
RALLY PROVINCIA DE LOJA,5,PLATINUM,AppExterna,1,1,Donación,Septiembre,Jueves,Tarde,Marzo,Jueves,Mañana
CAPACITACION FERIA,6,CORTESÍAS VIP,Wallet,1,1,Deporte,Septiembre,Domingo,Noche,Diciembre,Sábado,Mañana
JORGE GUZMAN VS BARCELONA,9,CORTESÍAS GOLDEN,AppExterna,1,1,Ferias,Septiembre,Jueves,Noche,Julio,Jueves,Mañana
ALZATE,5,PREVENTA ,AppExterna,1,0,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Lunes,Mañana
RALLY PROVINCIA DE LOJA,2,SALA 1 2D,Wallet,1,1,Ferias,Septiembre,Jueves,Tarde,Diciembre,Martes,Mañana
28ava Asamblea Nacional,2,CORTESÍAS VIP,AppExterna,1,0,Teatro,Septiembre,Lunes,Mañana,Agosto,Sábado,Noche
La Inocente,4,FUNCIÓN 1,Wallet,1,1,Concierto,Septiembre,Miércoles,Mañana,Septiembre,Domingo,Tarde
RALLY PROVINCIA DE LOJA,1,BOLETO PALCO,Wallet,1,1,Deporte,Septiembre,Domingo,Mañana,Julio,Lunes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,FUNCIÓN 3,AppExterna,0,0,Cine,Septiembre,Domingo,Noche,Marzo,Miércoles,Mañana
El viaje de la Santa,7,FUNCIÓN 3,PayPhone,1,1,Deporte,Septiembre,Lunes,Mañana,Diciembre,Lunes,Tarde
La Inocente,5,PREVENTA ,Wallet,0,1,Cine,Septiembre,Miércoles,Tarde,Septiembre,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,GOLDEN,Wallet,1,1,Otro,Septiembre,Jueves,Mañana,Diciembre,Viernes,Tarde
CAPACITACION FERIA,9,PREVENTA ,PayPhone,0,0,Otro,Septiembre,Domingo,Mañana,Septiembre,Viernes,Mañana
DESAYUNO EMPRESARIAL,7,GENERAL,AppExterna,1,0,Otro,Septiembre,Sábado,Noche,Abril,Martes,Mañana
El viaje de la Santa,4,CORTESÍAS VIP,AppExterna,1,1,Cine,Septiembre,Domingo,Mañana,Marzo,Sábado,Noche
Los peces no vuelan,3,TRIBUNA NORTE,PayPhone,0,1,Concierto,Septiembre,Jueves,Noche,Febrero,Viernes,Tarde
RALLY PROVINCIA DE LOJA,5,PRESIDENTES,AppExterna,1,0,Deporte,Septiembre,Jueves,Noche,Julio,Jueves,Noche
El viaje de la Santa,8,PREFERENCIA,Wallet,0,0,Teatro,Septiembre,Miércoles,Tarde,Junio,Domingo,Noche
La Inocente,2,FUNCIÓN 3,PayPhone,0,0,Concierto,Septiembre,Domingo,Mañana,Marzo,Viernes,Tarde
DESAYUNO EMPRESARIAL,4,PREVENTA ,PayPhone,1,1,Talleres,Septiembre,Lunes,Noche,Abril,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,INSCRIPCIÓN DIGITAL,Wallet,1,1,Cine,Septiembre,Miércoles,Mañana,Abril,Viernes,Mañana
FESTIVAL DE LA CHICHA,6,CORTESÍAS GOLDEN,AppExterna,0,1,Talleres,Septiembre,Miércoles,Noche,Febrero,Domingo,Mañana
CAPACITACION FERIA,7,FUNCIÓN 3,Wallet,1,1,Cine,Septiembre,Miércoles,Noche,Junio,Jueves,Mañana
TARDE CLIPP,6,PALCO,PayPhone,1,1,Cine,Septiembre,Jueves,Mañana,Octubre,Sábado,Tarde
LIBERTAD FC VS Emelec SC,7,PRESIDENTES,AppExterna,0,1,Ferias,Septiembre,Sábado,Tarde,Agosto,Viernes,Mañana
La Inocente,9,CORTESÍAS GOLDEN,Wallet,1,1,Donación,Septiembre,Miércoles,Noche,Junio,Viernes,Mañana
TARDE CLIPP,7,TRIBUNA SUR,AppExterna,1,1,Concierto,Septiembre,Jueves,Mañana,Junio,Martes,Tarde
JORGE GUZMAN VS BARCELONA,6,SALA 2,PayPhone,0,0,Ferias,Septiembre,Domingo,Tarde,Noviembre,Lunes,Noche
RALLY PROVINCIA DE LOJA,9,BOLETO PALCO,PayPhone,0,0,Concierto,Septiembre,Jueves,Noche,Agosto,Sábado,Tarde
MOANA 2,4,GENERAL,Wallet,0,0,Ferias,Septiembre,Lunes,Noche,Mayo,Viernes,Mañana
MOANA 2,9,PLATEA BAJA,Wallet,1,0,Ferias,Septiembre,Lunes,Mañana,Abril,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,PRESIDENTES,PayPhone,1,1,Donación,Septiembre,Sábado,Tarde,Diciembre,Miércoles,Mañana
28ava Asamblea Nacional,3,PLATEA BAJA,PayPhone,1,0,Ferias,Septiembre,Sábado,Mañana,Junio,Domingo,Mañana
San Juanes Santa Rosa del Tejar,2,CORTESÍAS VIP,Wallet,1,0,Donación,Septiembre,Jueves,Mañana,Junio,Viernes,Tarde
La Inocente,2,BOLETO SOLIDARIO,PayPhone,1,1,Ferias,Septiembre,Domingo,Mañana,Abril,Jueves,Noche
JORGE GUZMAN VS BARCELONA,2,TRIBUNA NORTE,Wallet,0,1,Deporte,Septiembre,Miércoles,Noche,Octubre,Lunes,Noche
TARDE CLIPP,5,INSCRIPCIÓN DIGITAL,Wallet,0,0,Ferias,Septiembre,Sábado,Tarde,Julio,Viernes,Noche
ALZATE,8,BOLETO PALCO,AppExterna,0,0,Otro,Septiembre,Lunes,Mañana,Mayo,Viernes,Mañana
TARDE CLIPP,8,FUNCIÓN 2,AppExterna,0,1,Otro,Septiembre,Lunes,Mañana,Junio,Viernes,Tarde
FESTIVAL DE LA CHICHA,5,PLATEA MEDIA,AppExterna,0,0,Donación,Septiembre,Domingo,Mañana,Abril,Miércoles,Noche
La Inocente,1,FUNCIÓN 3,Wallet,1,0,Otro,Septiembre,Lunes,Tarde,Febrero,Jueves,Mañana
Los peces no vuelan,2,CORTESÍAS VIP,Wallet,0,1,Donación,Septiembre,Lunes,Tarde,Abril,Sábado,Noche
Ibarra Fight League,8,FUNCIÓN 2,PayPhone,1,1,Otro,Septiembre,Sábado,Noche,Junio,Miércoles,Tarde
ALZATE,4,PLATEA MEDIA,Wallet,0,1,Ferias,Septiembre,Jueves,Noche,Abril,Miércoles,Noche
San Juanes Santa Rosa del Tejar,1,CORTESÍAS,PayPhone,1,0,Deporte,Septiembre,Miércoles,Noche,Junio,Lunes,Noche
JORGE GUZMAN VS BARCELONA,7,TRIBUNA SUR,PayPhone,0,0,Talleres,Septiembre,Miércoles,Tarde,Julio,Domingo,Mañana
CAPACITACION FERIA,8,CORTESÍAS VIP,PayPhone,1,1,Cine,Septiembre,Domingo,Mañana,Septiembre,Miércoles,Mañana
TARDE CLIPP,3,SILLAS DIGITAL,AppExterna,1,0,Cine,Septiembre,Domingo,Mañana,Mayo,Domingo,Mañana
RALLY PROVINCIA DE LOJA,6,SALA 1 2D,PayPhone,1,0,Concierto,Septiembre,Lunes,Mañana,Noviembre,Lunes,Noche
San Juanes Santa Rosa del Tejar,2,FUNCIÓN 1,PayPhone,1,1,Donación,Septiembre,Miércoles,Tarde,Septiembre,Lunes,Tarde
28ava Asamblea Nacional,8,VIP,PayPhone,0,1,Teatro,Septiembre,Sábado,Mañana,Septiembre,Domingo,Tarde
TARDE CLIPP,1,SALA 1 3D,PayPhone,0,0,Teatro,Septiembre,Miércoles,Tarde,Agosto,Martes,Noche
Ibarra Fight League,1,PRESIDENTES,AppExterna,1,0,Ferias,Septiembre,Miércoles,Mañana,Junio,Viernes,Tarde
TARDE CLIPP,4,TRIBUNA SUR,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Agosto,Sábado,Tarde
FESTIVAL DE LA CHICHA,3,SALA 1 3D,AppExterna,0,1,Donación,Septiembre,Lunes,Noche,Abril,Domingo,Tarde
CAPACITACION FERIA,4,PALCO,Wallet,0,0,Donación,Septiembre,Miércoles,Tarde,Julio,Sábado,Tarde
FESTIVAL DE LA CHICHA,2,PRESIDENTES,Wallet,0,1,Ferias,Septiembre,Domingo,Noche,Abril,Domingo,Mañana
JORGE GUZMAN VS BARCELONA,8,PLATEA MEDIA,Wallet,0,0,Otro,Septiembre,Sábado,Tarde,Marzo,Jueves,Tarde
RALLY PROVINCIA DE LOJA,3,FUNCIÓN 1,Wallet,0,1,Donación,Septiembre,Domingo,Mañana,Mayo,Viernes,Noche
LIBERTAD FC VS Emelec SC,8,CORTESÍAS,AppExterna,0,1,Teatro,Septiembre,Jueves,Mañana,Agosto,Jueves,Tarde
Ibarra Fight League,9,VIP,Wallet,0,1,Ferias,Septiembre,Domingo,Tarde,Junio,Martes,Mañana
RALLY PROVINCIA DE LOJA,7,BOLETO PALCO,AppExterna,1,0,Ferias,Septiembre,Sábado,Noche,Septiembre,Viernes,Mañana
DESAYUNO EMPRESARIAL,9,SALA 1 3D,Wallet,1,0,Ferias,Septiembre,Sábado,Mañana,Diciembre,Martes,Tarde
LIBERTAD FC VS Emelec SC,6,BOLETO SOLIDARIO,AppExterna,0,1,Concierto,Septiembre,Sábado,Mañana,Julio,Domingo,Mañana
MOANA 2,7,SALA 1 2D,AppExterna,0,1,Deporte,Septiembre,Sábado,Noche,Abril,Lunes,Noche
LIBERTAD FC VS Emelec SC,3,PLATINUM,PayPhone,0,1,Teatro,Septiembre,Sábado,Mañana,Marzo,Martes,Noche
La Inocente,3,GENERAL,AppExterna,0,0,Deporte,Septiembre,Jueves,Noche,Septiembre,Miércoles,Noche
LIBERTAD FC VS Emelec SC,5,CORTESÍAS,AppExterna,0,0,Deporte,Septiembre,Sábado,Mañana,Septiembre,Sábado,Noche
MOANA 2,2,SALA 1 3D,AppExterna,1,1,Ferias,Septiembre,Domingo,Noche,Abril,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,GOLDEN,AppExterna,0,0,Ferias,Septiembre,Miércoles,Noche,Abril,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,3,SALA 2,PayPhone,0,1,Concierto,Septiembre,Lunes,Noche,Junio,Sábado,Mañana
JORGE GUZMAN VS BARCELONA,7,CORTESÍAS,PayPhone,1,0,Talleres,Septiembre,Domingo,Noche,Diciembre,Miércoles,Noche
CAPACITACION FERIA,6,PLATEA MEDIA,AppExterna,0,1,Otro,Septiembre,Domingo,Noche,Febrero,Jueves,Mañana
Ibarra Fight League,2,BOLETO PALCO,AppExterna,1,1,Concierto,Septiembre,Miércoles,Noche,Agosto,Sábado,Mañana
DESAYUNO EMPRESARIAL,3,SALA 2,AppExterna,0,1,Concierto,Septiembre,Domingo,Noche,Diciembre,Martes,Mañana
CAPACITACION FERIA,5,CORTESÍAS VIP,Wallet,0,0,Concierto,Septiembre,Jueves,Noche,Agosto,Martes,Tarde
El viaje de la Santa,4,CORTESÍAS GOLDEN,AppExterna,1,0,Ferias,Septiembre,Domingo,Tarde,Diciembre,Viernes,Noche
San Juanes Santa Rosa del Tejar,4,CORTESÍAS VIP,PayPhone,0,1,Teatro,Septiembre,Sábado,Mañana,Abril,Domingo,Noche
San Juanes Santa Rosa del Tejar,9,SALA 2,AppExterna,1,1,Donación,Septiembre,Lunes,Mañana,Abril,Martes,Mañana
CAPACITACION FERIA,9,PRESIDENTES,AppExterna,1,1,Donación,Septiembre,Domingo,Mañana,Febrero,Lunes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,PLATEA BAJA,AppExterna,1,1,Ferias,Septiembre,Sábado,Noche,Octubre,Martes,Mañana
Los peces no vuelan,2,FUNCIÓN 2,AppExterna,1,0,Ferias,Septiembre,Miércoles,Mañana,Mayo,Martes,Tarde
28ava Asamblea Nacional,3,VIP,Wallet,0,1,Concierto,Septiembre,Jueves,Tarde,Marzo,Domingo,Tarde
El viaje de la Santa,1,SALA 1 2D,AppExterna,1,1,Deporte,Septiembre,Sábado,Tarde,Noviembre,Lunes,Noche
28ava Asamblea Nacional,1,SALA 2,Wallet,1,0,Talleres,Septiembre,Lunes,Tarde,Marzo,Jueves,Noche
FESTIVAL DE LA CHICHA,5,PLATEA ALTA,Wallet,0,1,Donación,Septiembre,Jueves,Tarde,Mayo,Domingo,Noche
28ava Asamblea Nacional,1,CORTESÍAS GOLDEN,PayPhone,0,0,Talleres,Septiembre,Miércoles,Noche,Diciembre,Sábado,Mañana
DESAYUNO EMPRESARIAL,1,CORTESÍAS,AppExterna,1,0,Talleres,Septiembre,Domingo,Tarde,Agosto,Sábado,Tarde
TARDE CLIPP,1,FUNCIÓN 1,AppExterna,1,1,Ferias,Septiembre,Miércoles,Noche,Septiembre,Domingo,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,SALA 1 2D,AppExterna,0,0,Talleres,Septiembre,Sábado,Mañana,Diciembre,Jueves,Noche
FESTIVAL DE LA CHICHA,7,SALA 2,AppExterna,1,1,Teatro,Septiembre,Miércoles,Tarde,Agosto,Martes,Tarde
28ava Asamblea Nacional,4,PLATEA ALTA,AppExterna,1,1,Ferias,Septiembre,Domingo,Noche,Mayo,Martes,Mañana
La Inocente,1,PRESIDENTES,Wallet,1,0,Teatro,Septiembre,Sábado,Tarde,Febrero,Viernes,Tarde
Ibarra Fight League,5,SALA 1 3D,AppExterna,1,0,Donación,Septiembre,Sábado,Noche,Octubre,Viernes,Tarde
DESAYUNO EMPRESARIAL,7,PALCO,PayPhone,1,1,Cine,Septiembre,Sábado,Mañana,Octubre,Sábado,Mañana
28ava Asamblea Nacional,4,SALA 3,PayPhone,1,1,Deporte,Septiembre,Sábado,Noche,Julio,Martes,Mañana
San Juanes Santa Rosa del Tejar,2,TRIBUNA SUR,PayPhone,0,0,Talleres,Septiembre,Domingo,Tarde,Septiembre,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,9,FUNCIÓN 2,AppExterna,0,1,Deporte,Septiembre,Sábado,Noche,Agosto,Miércoles,Noche
Los peces no vuelan,5,PALCO,PayPhone,0,0,Deporte,Septiembre,Domingo,Mañana,Septiembre,Viernes,Noche
Los peces no vuelan,5,SILLAS DIGITAL,AppExterna,0,0,Teatro,Septiembre,Miércoles,Noche,Julio,Jueves,Noche
Los peces no vuelan,2,TRIBUNA SUR,AppExterna,1,0,Talleres,Septiembre,Domingo,Noche,Agosto,Sábado,Tarde
28ava Asamblea Nacional,7,CORTESÍAS,PayPhone,0,1,Donación,Septiembre,Domingo,Mañana,Febrero,Domingo,Mañana
MOANA 2,8,GENERAL,PayPhone,1,0,Talleres,Septiembre,Domingo,Tarde,Mayo,Domingo,Noche
CAPACITACION FERIA,5,SALA 1 3D,AppExterna,0,0,Cine,Septiembre,Miércoles,Mañana,Febrero,Domingo,Noche
San Juanes Santa Rosa del Tejar,1,CORTESÍAS,Wallet,0,1,Ferias,Septiembre,Miércoles,Tarde,Agosto,Domingo,Mañana
CAPACITACION FERIA,6,TRIBUNA NORTE,AppExterna,0,0,Concierto,Septiembre,Sábado,Tarde,Marzo,Lunes,Mañana
Ibarra Fight League,2,SALA 1 2D,Wallet,1,1,Cine,Septiembre,Domingo,Mañana,Agosto,Martes,Tarde
Los peces no vuelan,7,PREVENTA ,PayPhone,0,1,Talleres,Septiembre,Domingo,Noche,Diciembre,Martes,Tarde
Ibarra Fight League,5,PLATEA ALTA,Wallet,0,0,Ferias,Septiembre,Jueves,Noche,Noviembre,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,4,VIP,AppExterna,1,0,Donación,Septiembre,Domingo,Mañana,Julio,Lunes,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,TRIBUNA NORTE,PayPhone,0,1,Concierto,Septiembre,Lunes,Mañana,Marzo,Miércoles,Tarde
ALZATE,6,PLATINUM,PayPhone,1,0,Deporte,Septiembre,Sábado,Noche,Septiembre,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,3,Golden Box,AppExterna,1,0,Concierto,Septiembre,Sábado,Tarde,Septiembre,Viernes,Mañana
JORGE GUZMAN VS BARCELONA,7,SILLAS DIGITAL,Wallet,1,1,Otro,Septiembre,Lunes,Tarde,Septiembre,Miércoles,Mañana
Los peces no vuelan,8,Adhesiones,AppExterna,0,1,Cine,Septiembre,Jueves,Mañana,Abril,Martes,Tarde
FESTIVAL DE LA CHICHA,3,TRIBUNA SUR,Wallet,1,1,Concierto,Septiembre,Domingo,Mañana,Abril,Jueves,Tarde
28ava Asamblea Nacional,7,CORTESÍAS GOLDEN,AppExterna,1,1,Ferias,Septiembre,Domingo,Tarde,Abril,Domingo,Mañana
CAPACITACION FERIA,8,BOLETO PALCO,PayPhone,0,0,Teatro,Septiembre,Sábado,Mañana,Febrero,Lunes,Tarde
MOANA 2,2,BOLETO SOLIDARIO,PayPhone,0,1,Cine,Septiembre,Miércoles,Mañana,Abril,Martes,Noche
RALLY PROVINCIA DE LOJA,4,TRIBUNA SUR,AppExterna,1,1,Concierto,Septiembre,Miércoles,Mañana,Noviembre,Sábado,Noche
El viaje de la Santa,5,CORTESÍAS GOLDEN,AppExterna,0,0,Deporte,Septiembre,Sábado,Noche,Mayo,Jueves,Tarde
RALLY PROVINCIA DE LOJA,8,VENTA OFICIAL,PayPhone,1,1,Teatro,Septiembre,Jueves,Mañana,Diciembre,Domingo,Tarde
RALLY PROVINCIA DE LOJA,9,PALCO,Wallet,0,1,Cine,Septiembre,Domingo,Noche,Junio,Viernes,Tarde
La Inocente,8,CORTESÍAS VIP,AppExterna,1,1,Deporte,Septiembre,Miércoles,Noche,Marzo,Miércoles,Noche
ALZATE,3,PLATEA MEDIA,AppExterna,1,1,Concierto,Septiembre,Lunes,Tarde,Marzo,Lunes,Tarde
28ava Asamblea Nacional,1,PREFERENCIA,Wallet,0,0,Talleres,Septiembre,Sábado,Tarde,Septiembre,Miércoles,Noche
TARDE CLIPP,3,PLATEA MEDIA,PayPhone,0,1,Talleres,Septiembre,Lunes,Noche,Abril,Domingo,Tarde
ALZATE,5,SALA 1 3D,AppExterna,0,1,Otro,Septiembre,Domingo,Tarde,Octubre,Lunes,Noche
CAPACITACION FERIA,5,PALCO,PayPhone,0,1,Donación,Septiembre,Jueves,Noche,Agosto,Miércoles,Mañana
28ava Asamblea Nacional,2,INSCRIPCIÓN DIGITAL,Wallet,1,0,Otro,Septiembre,Lunes,Tarde,Noviembre,Sábado,Tarde
RALLY PROVINCIA DE LOJA,4,PLATEA ALTA,AppExterna,1,0,Donación,Septiembre,Domingo,Mañana,Octubre,Viernes,Mañana
Ibarra Fight League,2,FUNCIÓN 2,Wallet,0,0,Ferias,Septiembre,Lunes,Mañana,Julio,Jueves,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,FUNCIÓN 2,PayPhone,0,0,Ferias,Septiembre,Jueves,Mañana,Septiembre,Domingo,Noche
Ibarra Fight League,1,CORTESÍAS VIP,PayPhone,0,1,Cine,Septiembre,Domingo,Tarde,Febrero,Jueves,Mañana
TARDE CLIPP,2,TRIBUNA SUR,AppExterna,0,1,Ferias,Septiembre,Domingo,Noche,Diciembre,Jueves,Mañana
MOANA 2,4,FUNCIÓN 3,Wallet,1,0,Cine,Septiembre,Miércoles,Noche,Abril,Jueves,Tarde
San Juanes Santa Rosa del Tejar,5,VIP,AppExterna,0,1,Concierto,Septiembre,Domingo,Mañana,Octubre,Sábado,Noche
MOANA 2,3,PLATEA BAJA,Wallet,1,0,Donación,Septiembre,Sábado,Mañana,Febrero,Sábado,Noche
CAPACITACION FERIA,3,Golden Box,AppExterna,1,0,Concierto,Septiembre,Sábado,Tarde,Junio,Jueves,Tarde
El viaje de la Santa,9,SALA 1 3D,PayPhone,1,0,Donación,Septiembre,Domingo,Noche,Noviembre,Miércoles,Tarde
CAPACITACION FERIA,7,Adhesiones,PayPhone,1,0,Teatro,Septiembre,Lunes,Tarde,Mayo,Domingo,Noche
