Show,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster,Total Boletos Pred,TipoShow Pred
San Juanes Santa Rosa del Tejar,INSCRIPCIÓN DIGITAL,Wallet,1,1,Noviembre,Domingo,Tarde,Abril,Viernes,Noche,2,2,Concierto
TARDE CLIPP,FUNCIÓN 3,PayPhone,1,1,Noviembre,Jueves,Noche,Septiembre,Viernes,Noche,2,2,Concierto
CAPACITACION FERIA,GENERAL,AppExterna,0,1,Noviembre,Miércoles,Mañana,Julio,Sábado,Noche,0,2,Cine
TARDE CLIPP,Golden Box,Wallet,0,0,Noviembre,Jueves,Tarde,Diciembre,Miércoles,Mañana,2,2,Teatro
MOANA 2,FUNCIÓN 2,AppExterna,1,1,Noviembre,Domingo,Noche,Diciembre,Sábado,Tarde,0,2,Cine
El viaje de la Santa,SALA 1 2D,Wallet,0,0,Noviembre,Lunes,Mañana,Septiembre,Jueves,Mañana,3,3,Talleres
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,Wallet,0,1,Noviembre,Lunes,Noche,Septiembre,Lunes,Noche,0,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,BOLETO PALCO,Wallet,1,1,Noviembre,Jueves,Noche,Marzo,Lunes,Noche,0,2,Concierto
FESTIVAL DE LA CHICHA,VIP,AppExterna,1,1,Noviembre,Sábado,Tarde,Diciembre,Jueves,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,TRIBUNA SUR,AppExterna,1,0,Noviembre,Lunes,Noche,Febrero,Lunes,Mañana,0,2,Teatro
ALZATE,VIP,AppExterna,0,1,Noviembre,Domingo,Tarde,Diciembre,Viernes,Noche,0,2,Cine
FESTIVAL DE LA CHICHA,SILLAS DIGITAL,PayPhone,0,1,Noviembre,Sábado,Noche,Junio,Domingo,Tarde,0,2,Cine
TARDE CLIPP,SALA 1 3D,PayPhone,0,0,Noviembre,Domingo,Noche,Julio,Lunes,Noche,0,2,Cine
RALLY PROVINCIA DE LOJA,CORTESÍAS VIP,Wallet,1,1,Noviembre,Miércoles,Tarde,Julio,Martes,Mañana,0,4,Teatro
DESAYUNO EMPRESARIAL,PRESIDENTES,AppExterna,0,1,Noviembre,Jueves,Mañana,Abril,Martes,Tarde,2,1,Concierto
MOANA 2,PALCO,Wallet,1,0,Noviembre,Sábado,Noche,Septiembre,Lunes,Noche,0,2,Deporte
San Juanes Santa Rosa del Tejar,SILLAS DIGITAL,Wallet,0,1,Noviembre,Miércoles,Tarde,Diciembre,Jueves,Tarde,2,3,Cine
Los peces no vuelan,CORTESÍAS GOLDEN,AppExterna,1,0,Noviembre,Miércoles,Noche,Abril,Viernes,Tarde,2,2,Concierto
TARDE CLIPP,GENERAL,AppExterna,1,0,Noviembre,Jueves,Noche,Septiembre,Jueves,Noche,0,2,Teatro
La Inocente,SILLAS DIGITAL,Wallet,1,1,Noviembre,Lunes,Noche,Noviembre,Sábado,Tarde,0,3,Teatro
RALLY PROVINCIA DE LOJA,VENTA OFICIAL,AppExterna,1,1,Noviembre,Miércoles,Tarde,Noviembre,Sábado,Tarde,0,3,Teatro
MOANA 2,FUNCIÓN 2,Wallet,0,0,Noviembre,Lunes,Tarde,Junio,Domingo,Mañana,2,15,Talleres
28ava Asamblea Nacional,PLATEA MEDIA,PayPhone,0,1,Noviembre,Jueves,Tarde,Diciembre,Domingo,Tarde,2,2,Cine
La Inocente,BOLETO PALCO,AppExterna,0,0,Noviembre,Lunes,Noche,Abril,Martes,Mañana,2,3,Talleres
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,Wallet,1,0,Noviembre,Miércoles,Mañana,Junio,Lunes,Mañana,2,4,Deporte
CAPACITACION FERIA,CORTESÍAS,Wallet,0,1,Noviembre,Sábado,Mañana,Noviembre,Miércoles,Mañana,0,6,Teatro
DESAYUNO EMPRESARIAL,PLATEA MEDIA,PayPhone,1,1,Noviembre,Lunes,Noche,Junio,Domingo,Tarde,2,2,Cine
JORGE GUZMAN VS BARCELONA,INSCRIPCIÓN DIGITAL,Wallet,0,0,Noviembre,Jueves,Tarde,Julio,Jueves,Mañana,2,2,Talleres
RALLY PROVINCIA DE LOJA,BOLETO PALCO,AppExterna,1,1,Noviembre,Miércoles,Noche,Octubre,Sábado,Tarde,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,VIP,Wallet,1,0,Noviembre,Jueves,Noche,Junio,Sábado,Mañana,2,2,Deporte
FESTIVAL DE LA CHICHA,PLATEA BAJA,Wallet,1,0,Noviembre,Domingo,Noche,Marzo,Sábado,Mañana,0,2,Teatro
CAPACITACION FERIA,SALA 1 2D,AppExterna,1,1,Noviembre,Domingo,Mañana,Noviembre,Jueves,Noche,0,2,Teatro
JORGE GUZMAN VS BARCELONA,PREVENTA ,Wallet,0,1,Noviembre,Domingo,Noche,Septiembre,Miércoles,Mañana,0,2,Teatro
CAPACITACION FERIA,BOLETO PALCO,Wallet,0,1,Noviembre,Jueves,Tarde,Abril,Martes,Noche,2,2,Concierto
RALLY PROVINCIA DE LOJA,SILLAS DIGITAL,AppExterna,1,1,Noviembre,Miércoles,Tarde,Noviembre,Sábado,Tarde,0,3,Teatro
El viaje de la Santa,PRESIDENTES,AppExterna,1,1,Noviembre,Miércoles,Tarde,Junio,Viernes,Tarde,2,2,Cine
CAPACITACION FERIA,TRIBUNA SUR,PayPhone,0,0,Noviembre,Lunes,Noche,Octubre,Martes,Tarde,2,2,Cine
FESTIVAL DE LA CHICHA,CORTESÍAS GOLDEN,PayPhone,0,0,Noviembre,Jueves,Mañana,Agosto,Jueves,Noche,2,1,Cine
Los peces no vuelan,FUNCIÓN 1,AppExterna,0,0,Noviembre,Domingo,Noche,Octubre,Sábado,Tarde,3,2,Cine
DESAYUNO EMPRESARIAL,PRESIDENTES,PayPhone,1,0,Noviembre,Lunes,Tarde,Septiembre,Lunes,Noche,2,3,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,VENTA OFICIAL,PayPhone,1,1,Noviembre,Jueves,Tarde,Mayo,Lunes,Tarde,2,2,Deporte
JORGE GUZMAN VS BARCELONA,FUNCIÓN 1,AppExterna,1,0,Noviembre,Lunes,Tarde,Abril,Domingo,Tarde,2,2,Concierto
DESAYUNO EMPRESARIAL,BOLETO SOLIDARIO,Wallet,1,0,Noviembre,Lunes,Tarde,Mayo,Martes,Noche,0,2,Teatro
JORGE GUZMAN VS BARCELONA,FUNCIÓN 2,PayPhone,1,0,Noviembre,Sábado,Mañana,Noviembre,Sábado,Noche,0,2,Teatro
DESAYUNO EMPRESARIAL,FUNCIÓN 1,Wallet,1,1,Noviembre,Lunes,Noche,Junio,Lunes,Tarde,0,2,Talleres
FESTIVAL DE LA CHICHA,FUNCIÓN 3,PayPhone,0,0,Noviembre,Lunes,Noche,Septiembre,Viernes,Mañana,2,1,Talleres
28ava Asamblea Nacional,GOLDEN,PayPhone,1,1,Noviembre,Domingo,Noche,Diciembre,Viernes,Tarde,2,2,Cine
RALLY PROVINCIA DE LOJA,PREVENTA ,Wallet,1,1,Noviembre,Miércoles,Mañana,Mayo,Viernes,Tarde,0,2,Concierto
DESAYUNO EMPRESARIAL,PRESIDENTES,AppExterna,1,1,Noviembre,Jueves,Noche,Junio,Lunes,Mañana,0,2,Teatro
San Juanes Santa Rosa del Tejar,SALA 1 2D,PayPhone,1,1,Noviembre,Sábado,Mañana,Junio,Martes,Noche,2,2,Cine
CAPACITACION FERIA,FUNCIÓN 3,PayPhone,1,1,Noviembre,Lunes,Noche,Agosto,Viernes,Tarde,2,2,Deporte
JORGE GUZMAN VS BARCELONA,TRIBUNA NORTE,AppExterna,1,1,Noviembre,Lunes,Noche,Febrero,Jueves,Tarde,0,2,Cine
28ava Asamblea Nacional,PLATINUM,AppExterna,0,1,Noviembre,Sábado,Noche,Febrero,Miércoles,Mañana,0,4,Teatro
Los peces no vuelan,CORTESÍAS GOLDEN,AppExterna,0,0,Noviembre,Jueves,Mañana,Octubre,Domingo,Mañana,2,2,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 3,Wallet,0,1,Noviembre,Sábado,Tarde,Agosto,Domingo,Mañana,1,4,Teatro
MOANA 2,Golden Box,Wallet,1,1,Noviembre,Sábado,Tarde,Marzo,Jueves,Tarde,0,2,Cine
El viaje de la Santa,GENERAL,AppExterna,1,0,Noviembre,Lunes,Tarde,Septiembre,Martes,Mañana,0,1,Teatro
JORGE GUZMAN VS BARCELONA,Adhesiones,PayPhone,0,0,Noviembre,Miércoles,Tarde,Julio,Domingo,Mañana,2,2,Cine
RALLY PROVINCIA DE LOJA,CORTESÍAS VIP,AppExterna,1,1,Noviembre,Lunes,Noche,Diciembre,Martes,Noche,0,1,Cine
La Inocente,PLATEA MEDIA,PayPhone,1,0,Noviembre,Miércoles,Tarde,Marzo,Martes,Noche,0,2,Cine
FESTIVAL DE LA CHICHA,SALA 3,AppExterna,1,1,Noviembre,Jueves,Mañana,Junio,Viernes,Tarde,0,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PALCO,Wallet,0,1,Noviembre,Lunes,Tarde,Noviembre,Lunes,Noche,0,2,Teatro
Los peces no vuelan,GOLDEN,PayPhone,0,1,Noviembre,Lunes,Noche,Febrero,Jueves,Noche,2,2,Cine
MOANA 2,SALA 1 2D,Wallet,0,0,Noviembre,Miércoles,Tarde,Abril,Martes,Mañana,2,1,Teatro
DESAYUNO EMPRESARIAL,Adhesiones,Wallet,1,1,Noviembre,Sábado,Mañana,Agosto,Martes,Mañana,0,2,Teatro
MOANA 2,BOLETO GENERAL,PayPhone,1,0,Noviembre,Jueves,Noche,Julio,Domingo,Noche,2,2,Cine
CAPACITACION FERIA,PLATEA BAJA,PayPhone,0,1,Noviembre,Jueves,Tarde,Agosto,Miércoles,Mañana,2,2,Teatro
FESTIVAL DE LA CHICHA,PLATEA BAJA,Wallet,1,1,Noviembre,Lunes,Noche,Septiembre,Lunes,Noche,0,2,Deporte
El viaje de la Santa,PLATEA ALTA,PayPhone,0,1,Noviembre,Lunes,Noche,Abril,Sábado,Noche,2,2,Concierto
CAPACITACION FERIA,CORTESÍAS GOLDEN,Wallet,0,1,Noviembre,Jueves,Mañana,Abril,Lunes,Tarde,0,2,Deporte
JORGE GUZMAN VS BARCELONA,SALA 1 2D,PayPhone,0,1,Noviembre,Domingo,Mañana,Julio,Martes,Tarde,2,2,Cine
JORGE GUZMAN VS BARCELONA,VIP,Wallet,0,1,Noviembre,Domingo,Mañana,Diciembre,Sábado,Tarde,0,1,Cine
ALZATE,FUNCIÓN 3,PayPhone,1,0,Noviembre,Domingo,Tarde,Agosto,Martes,Tarde,2,2,Deporte
ALZATE,VIP,Wallet,1,0,Noviembre,Miércoles,Tarde,Octubre,Sábado,Tarde,0,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,Wallet,1,0,Noviembre,Jueves,Mañana,Junio,Lunes,Tarde,2,3,Deporte
Los peces no vuelan,TRIBUNA NORTE,Wallet,0,0,Noviembre,Lunes,Tarde,Febrero,Domingo,Tarde,0,2,Cine
San Juanes Santa Rosa del Tejar,PREVENTA ,Wallet,0,1,Noviembre,Miércoles,Tarde,Agosto,Miércoles,Mañana,2,6,Teatro
JORGE GUZMAN VS BARCELONA,PRESIDENTES,Wallet,1,0,Noviembre,Lunes,Mañana,Abril,Viernes,Tarde,2,2,Concierto
CAPACITACION FERIA,FUNCIÓN 1,PayPhone,1,1,Noviembre,Miércoles,Noche,Octubre,Domingo,Noche,2,2,Cine
MOANA 2,FUNCIÓN 3,AppExterna,1,1,Noviembre,Lunes,Tarde,Junio,Martes,Noche,0,2,Cine
FESTIVAL DE LA CHICHA,FUNCIÓN 3,AppExterna,0,1,Noviembre,Miércoles,Tarde,Diciembre,Viernes,Noche,0,1,Cine
Los peces no vuelan,BOLETO PALCO,Wallet,0,1,Noviembre,Jueves,Noche,Julio,Lunes,Noche,0,1,Teatro
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,Wallet,1,1,Noviembre,Domingo,Noche,Junio,Viernes,Noche,0,3,Cine
FESTIVAL DE LA CHICHA,SALA 2,Wallet,0,0,Noviembre,Sábado,Noche,Septiembre,Domingo,Noche,3,3,Concierto
La Inocente,Golden Box,AppExterna,1,0,Noviembre,Sábado,Tarde,Mayo,Sábado,Mañana,0,2,Teatro
La Inocente,PREVENTA ,AppExterna,0,0,Noviembre,Jueves,Mañana,Noviembre,Miércoles,Mañana,0,3,Teatro
JORGE GUZMAN VS BARCELONA,FUNCIÓN 3,Wallet,0,0,Noviembre,Sábado,Tarde,Marzo,Jueves,Noche,2,2,Cine
DESAYUNO EMPRESARIAL,GENERAL,AppExterna,1,0,Noviembre,Jueves,Tarde,Diciembre,Jueves,Tarde,2,1,Cine
TARDE CLIPP,CORTESÍAS VIP,PayPhone,1,0,Noviembre,Domingo,Noche,Julio,Lunes,Noche,2,2,Cine
El viaje de la Santa,PLATEA BAJA,Wallet,1,0,Noviembre,Jueves,Mañana,Diciembre,Martes,Mañana,2,2,Teatro
MOANA 2,Adhesiones,Wallet,1,0,Noviembre,Domingo,Noche,Diciembre,Domingo,Tarde,0,1,Cine
MOANA 2,CORTESÍAS GOLDEN,Wallet,0,0,Noviembre,Domingo,Tarde,Octubre,Sábado,Tarde,0,2,Cine
JORGE GUZMAN VS BARCELONA,PREVENTA ,PayPhone,0,0,Noviembre,Sábado,Noche,Noviembre,Sábado,Mañana,0,2,Teatro
CAPACITACION FERIA,BOLETO PALCO,AppExterna,1,1,Noviembre,Miércoles,Tarde,Mayo,Viernes,Mañana,0,3,Teatro
28ava Asamblea Nacional,PALCO,Wallet,1,1,Noviembre,Sábado,Mañana,Agosto,Sábado,Mañana,0,3,Teatro
FESTIVAL DE LA CHICHA,INSCRIPCIÓN DIGITAL,AppExterna,1,0,Noviembre,Domingo,Tarde,Mayo,Sábado,Noche,0,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,FUNCIÓN 3,Wallet,1,0,Noviembre,Jueves,Noche,Septiembre,Martes,Tarde,0,2,Teatro
RALLY PROVINCIA DE LOJA,VIP,AppExterna,1,1,Noviembre,Sábado,Mañana,Julio,Jueves,Tarde,0,3,Cine
San Juanes Santa Rosa del Tejar,TRIBUNA SUR,PayPhone,1,1,Noviembre,Miércoles,Mañana,Febrero,Jueves,Tarde,2,3,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PREFERENCIA,PayPhone,0,1,Noviembre,Miércoles,Mañana,Septiembre,Domingo,Mañana,0,4,Teatro
MOANA 2,PLATEA BAJA,Wallet,1,1,Noviembre,Domingo,Tarde,Febrero,Miércoles,Mañana,0,6,Teatro
JORGE GUZMAN VS BARCELONA,FUNCIÓN 3,Wallet,0,0,Noviembre,Jueves,Mañana,Febrero,Martes,Mañana,2,2,Talleres
DESAYUNO EMPRESARIAL,PREVENTA ,Wallet,0,1,Noviembre,Miércoles,Noche,Julio,Viernes,Noche,0,2,Cine
28ava Asamblea Nacional,VENTA OFICIAL,PayPhone,0,1,Noviembre,Domingo,Tarde,Junio,Lunes,Noche,2,2,Cine
JORGE GUZMAN VS BARCELONA,TRIBUNA NORTE,PayPhone,1,0,Noviembre,Domingo,Noche,Diciembre,Viernes,Tarde,2,1,Cine
TARDE CLIPP,TRIBUNA NORTE,Wallet,1,0,Noviembre,Lunes,Noche,Abril,Domingo,Mañana,2,2,Deporte
Los peces no vuelan,PLATEA BAJA,PayPhone,0,1,Noviembre,Lunes,Tarde,Octubre,Miércoles,Mañana,2,3,Teatro
ALZATE,CORTESÍAS,AppExterna,0,0,Noviembre,Sábado,Mañana,Noviembre,Jueves,Tarde,0,2,Teatro
El viaje de la Santa,GOLDEN,PayPhone,0,1,Noviembre,Lunes,Mañana,Abril,Viernes,Mañana,2,4,Deporte
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,AppExterna,0,0,Noviembre,Sábado,Tarde,Febrero,Jueves,Noche,2,2,Cine
RALLY PROVINCIA DE LOJA,BOLETO PALCO,Wallet,1,1,Noviembre,Sábado,Noche,Septiembre,Viernes,Mañana,0,3,Teatro
El viaje de la Santa,PREVENTA ,PayPhone,0,1,Noviembre,Lunes,Noche,Diciembre,Martes,Tarde,0,2,Cine
TARDE CLIPP,GOLDEN,PayPhone,0,1,Noviembre,Lunes,Noche,Septiembre,Miércoles,Mañana,2,3,Teatro
ALZATE,PLATEA MEDIA,PayPhone,1,1,Noviembre,Domingo,Mañana,Noviembre,Miércoles,Noche,0,3,Teatro
San Juanes Santa Rosa del Tejar,PLATEA BAJA,AppExterna,0,1,Noviembre,Miércoles,Noche,Marzo,Miércoles,Tarde,0,2,Teatro
28ava Asamblea Nacional,Adhesiones,AppExterna,1,0,Noviembre,Domingo,Mañana,Agosto,Domingo,Tarde,2,2,Cine
ALZATE,TRIBUNA NORTE,Wallet,0,0,Noviembre,Lunes,Noche,Junio,Viernes,Tarde,2,4,Talleres
San Juanes Santa Rosa del Tejar,SILLAS DIGITAL,Wallet,0,0,Noviembre,Sábado,Noche,Abril,Sábado,Noche,0,1,Concierto
FESTIVAL DE LA CHICHA,SALA 1 2D,PayPhone,0,0,Noviembre,Sábado,Mañana,Octubre,Miércoles,Noche,2,3,Teatro
La Inocente,BOLETO PALCO,Wallet,0,1,Noviembre,Domingo,Tarde,Febrero,Lunes,Noche,0,2,Teatro
La Inocente,TRIBUNA SUR,Wallet,1,1,Noviembre,Jueves,Noche,Julio,Viernes,Tarde,0,2,Cine
La Inocente,VIP,AppExterna,0,1,Noviembre,Sábado,Mañana,Diciembre,Sábado,Tarde,0,1,Cine
TARDE CLIPP,PLATEA MEDIA,Wallet,0,1,Noviembre,Lunes,Mañana,Marzo,Lunes,Noche,0,2,Concierto
TARDE CLIPP,TRIBUNA SUR,Wallet,0,1,Noviembre,Miércoles,Tarde,Mayo,Viernes,Tarde,2,2,Concierto
DESAYUNO EMPRESARIAL,PRESIDENTES,Wallet,1,0,Noviembre,Sábado,Noche,Febrero,Lunes,Tarde,0,2,Teatro
ALZATE,BOLETO PALCO,AppExterna,0,1,Noviembre,Domingo,Mañana,Marzo,Miércoles,Tarde,2,3,Teatro
JORGE GUZMAN VS BARCELONA,SILLAS DIGITAL,Wallet,0,0,Noviembre,Jueves,Tarde,Octubre,Domingo,Noche,2,2,Cine
CAPACITACION FERIA,SALA 1 2D,PayPhone,1,1,Noviembre,Domingo,Noche,Febrero,Domingo,Noche,2,2,Concierto
FESTIVAL DE LA CHICHA,PREFERENCIA,PayPhone,1,1,Noviembre,Sábado,Mañana,Diciembre,Lunes,Noche,2,1,Cine
TARDE CLIPP,BOLETO GENERAL,PayPhone,1,1,Noviembre,Jueves,Tarde,Diciembre,Jueves,Mañana,2,2,Teatro
28ava Asamblea Nacional,Golden Box,AppExterna,0,1,Noviembre,Domingo,Tarde,Noviembre,Sábado,Noche,0,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PALCO,AppExterna,1,0,Noviembre,Jueves,Mañana,Abril,Jueves,Mañana,2,1,Deporte
28ava Asamblea Nacional,SALA 2,Wallet,1,0,Noviembre,Domingo,Mañana,Abril,Lunes,Mañana,2,2,Deporte
RALLY PROVINCIA DE LOJA,SALA 3,AppExterna,0,1,Noviembre,Miércoles,Noche,Marzo,Domingo,Mañana,2,3,Concierto
San Juanes Santa Rosa del Tejar,PLATINUM,AppExterna,1,1,Noviembre,Miércoles,Tarde,Junio,Lunes,Noche,0,2,Cine
JORGE GUZMAN VS BARCELONA,PREFERENCIA,AppExterna,1,0,Noviembre,Lunes,Noche,Octubre,Sábado,Noche,0,2,Cine
MOANA 2,PREVENTA ,AppExterna,0,0,Noviembre,Miércoles,Mañana,Febrero,Domingo,Noche,2,2,Concierto
Los peces no vuelan,GENERAL,AppExterna,1,0,Noviembre,Domingo,Tarde,Marzo,Viernes,Mañana,2,2,Talleres
Los peces no vuelan,PALCO,Wallet,1,0,Noviembre,Lunes,Tarde,Abril,Martes,Mañana,2,3,Talleres
RALLY PROVINCIA DE LOJA,Adhesiones,PayPhone,0,1,Noviembre,Sábado,Mañana,Mayo,Sábado,Noche,0,2,Concierto
RALLY PROVINCIA DE LOJA,BOLETO SOLIDARIO,PayPhone,0,1,Noviembre,Domingo,Noche,Abril,Sábado,Noche,2,3,Concierto
El viaje de la Santa,SALA 1 2D,AppExterna,1,1,Noviembre,Miércoles,Tarde,Marzo,Miércoles,Mañana,0,6,Teatro
San Juanes Santa Rosa del Tejar,Golden Box,AppExterna,1,1,Noviembre,Jueves,Noche,Marzo,Domingo,Noche,2,2,Cine
JORGE GUZMAN VS BARCELONA,FUNCIÓN 3,AppExterna,1,1,Noviembre,Lunes,Mañana,Noviembre,Viernes,Tarde,0,2,Teatro
ALZATE,FUNCIÓN 2,AppExterna,1,0,Noviembre,Lunes,Noche,Septiembre,Sábado,Noche,3,2,Concierto
ALZATE,SALA 3,AppExterna,0,0,Noviembre,Jueves,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
ALZATE,VIP,Wallet,0,0,Noviembre,Sábado,Noche,Abril,Sábado,Tarde,2,2,Concierto
CAPACITACION FERIA,SILLAS DIGITAL,AppExterna,0,1,Noviembre,Lunes,Mañana,Agosto,Martes,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,BOLETO SOLIDARIO,AppExterna,0,0,Noviembre,Lunes,Noche,Agosto,Domingo,Noche,2,1,Cine
RALLY PROVINCIA DE LOJA,PLATINUM,Wallet,0,1,Noviembre,Sábado,Noche,Diciembre,Jueves,Mañana,0,4,Teatro
El viaje de la Santa,PRESIDENTES,AppExterna,1,0,Noviembre,Miércoles,Mañana,Diciembre,Jueves,Mañana,0,1,Teatro
DESAYUNO EMPRESARIAL,PLATEA MEDIA,Wallet,1,0,Noviembre,Jueves,Tarde,Agosto,Sábado,Tarde,2,1,Deporte
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,GENERAL,AppExterna,0,1,Noviembre,Sábado,Tarde,Octubre,Lunes,Noche,0,2,Cine
RALLY PROVINCIA DE LOJA,Golden Box,PayPhone,1,1,Noviembre,Jueves,Noche,Agosto,Viernes,Mañana,2,2,Deporte
RALLY PROVINCIA DE LOJA,PRESIDENTES,AppExterna,1,1,Noviembre,Sábado,Noche,Noviembre,Martes,Noche,0,2,Teatro
La Inocente,CORTESÍAS GOLDEN,AppExterna,0,1,Noviembre,Lunes,Tarde,Junio,Lunes,Noche,0,2,Cine
La Inocente,PREFERENCIA,Wallet,1,0,Noviembre,Lunes,Noche,Marzo,Domingo,Mañana,0,4,Teatro
ALZATE,GENERAL,AppExterna,1,0,Noviembre,Sábado,Noche,Julio,Jueves,Noche,0,2,Cine
JORGE GUZMAN VS BARCELONA,SALA 3,AppExterna,0,1,Noviembre,Domingo,Mañana,Febrero,Miércoles,Tarde,0,2,Teatro
DESAYUNO EMPRESARIAL,FUNCIÓN 2,Wallet,0,0,Noviembre,Jueves,Tarde,Agosto,Domingo,Noche,0,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 1 2D,PayPhone,0,1,Noviembre,Sábado,Mañana,Diciembre,Domingo,Mañana,2,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,FUNCIÓN 3,Wallet,0,1,Noviembre,Miércoles,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
JORGE GUZMAN VS BARCELONA,INSCRIPCIÓN DIGITAL,AppExterna,1,0,Noviembre,Miércoles,Mañana,Septiembre,Martes,Noche,0,1,Teatro
El viaje de la Santa,SALA 1 3D,Wallet,1,0,Noviembre,Lunes,Noche,Noviembre,Viernes,Tarde,0,2,Concierto
La Inocente,FUNCIÓN 3,PayPhone,0,0,Noviembre,Sábado,Tarde,Diciembre,Lunes,Noche,0,2,Cine
JORGE GUZMAN VS BARCELONA,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Noviembre,Domingo,Tarde,Diciembre,Martes,Mañana,2,2,Teatro
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,Adhesiones,Wallet,0,1,Noviembre,Jueves,Tarde,Julio,Jueves,Noche,2,2,Cine
La Inocente,SALA 1 3D,PayPhone,1,1,Noviembre,Sábado,Mañana,Octubre,Sábado,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,CORTESÍAS GOLDEN,AppExterna,0,1,Noviembre,Miércoles,Mañana,Septiembre,Sábado,Tarde,3,2,Deporte
Los peces no vuelan,INSCRIPCIÓN DIGITAL,PayPhone,0,1,Noviembre,Jueves,Tarde,Junio,Jueves,Tarde,2,2,Cine
San Juanes Santa Rosa del Tejar,GOLDEN,PayPhone,0,1,Noviembre,Jueves,Mañana,Marzo,Domingo,Mañana,2,4,Concierto
San Juanes Santa Rosa del Tejar,VENTA OFICIAL,AppExterna,1,1,Noviembre,Lunes,Noche,Julio,Viernes,Mañana,2,3,Talleres
San Juanes Santa Rosa del Tejar,Golden Box,AppExterna,1,0,Noviembre,Miércoles,Mañana,Febrero,Viernes,Mañana,2,1,Talleres
TARDE CLIPP,Golden Box,PayPhone,1,1,Noviembre,Jueves,Mañana,Diciembre,Sábado,Tarde,2,1,Deporte
La Inocente,BOLETO PALCO,AppExterna,0,0,Noviembre,Sábado,Mañana,Septiembre,Jueves,Noche,3,2,Cine
El viaje de la Santa,PRESIDENTES,PayPhone,0,0,Noviembre,Lunes,Tarde,Noviembre,Sábado,Noche,0,2,Teatro
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,AppExterna,1,1,Noviembre,Lunes,Noche,Octubre,Viernes,Noche,0,2,Cine
CAPACITACION FERIA,CORTESÍAS VIP,AppExterna,1,0,Noviembre,Jueves,Tarde,Julio,Viernes,Tarde,0,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SILLAS DIGITAL,Wallet,1,1,Noviembre,Lunes,Noche,Diciembre,Miércoles,Mañana,0,3,Teatro
JORGE GUZMAN VS BARCELONA,BOLETO SOLIDARIO,PayPhone,1,1,Noviembre,Lunes,Mañana,Diciembre,Lunes,Tarde,2,1,Deporte
FESTIVAL DE LA CHICHA,FUNCIÓN 1,AppExterna,0,1,Noviembre,Domingo,Noche,Octubre,Jueves,Tarde,0,2,Cine
28ava Asamblea Nacional,PREFERENCIA,Wallet,1,0,Noviembre,Miércoles,Tarde,Junio,Viernes,Tarde,2,2,Cine
San Juanes Santa Rosa del Tejar,BOLETO SOLIDARIO,PayPhone,1,0,Noviembre,Domingo,Mañana,Febrero,Lunes,Tarde,2,3,Deporte
ALZATE,BOLETO GENERAL,Wallet,1,1,Noviembre,Jueves,Noche,Septiembre,Viernes,Mañana,0,2,Teatro
ALZATE,VIP,PayPhone,1,1,Noviembre,Jueves,Tarde,Noviembre,Miércoles,Mañana,0,2,Teatro
San Juanes Santa Rosa del Tejar,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Noviembre,Lunes,Noche,Febrero,Jueves,Tarde,2,2,Cine
FESTIVAL DE LA CHICHA,PREVENTA ,Wallet,0,1,Noviembre,Domingo,Tarde,Junio,Domingo,Noche,0,3,Cine
CAPACITACION FERIA,FUNCIÓN 1,PayPhone,0,0,Noviembre,Lunes,Noche,Febrero,Miércoles,Noche,2,2,Concierto
MOANA 2,CORTESÍAS GOLDEN,AppExterna,0,0,Noviembre,Miércoles,Mañana,Julio,Sábado,Noche,0,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,AppExterna,1,1,Noviembre,Sábado,Noche,Octubre,Domingo,Noche,0,2,Cine
